"p","vel:0","vel:1","velocity:0","velocity:1","w_he","ids","object_id","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.32009e-02,1.16524e-03,2.11886e-01,1.16524e-03,2.11886e-01,1.62768e-01,987,6,,1.73070e-02,5.88712e-03,-1.37250e-02,0.00000e+00
1.30219e-02,7.62360e-04,2.08138e-01,7.62360e-04,2.08138e-01,1.62243e-01,987,6,,1.73443e-02,5.89978e-03,-1.36900e-02,0.00000e+00
1.28429e-02,3.40399e-04,2.04389e-01,3.40399e-04,2.04389e-01,1.61707e-01,987,6,,1.73815e-02,5.91244e-03,-1.36550e-02,0.00000e+00
1.26587e-02,-1.00317e-04,2.00651e-01,-1.00317e-04,2.00651e-01,1.61160e-01,16552,6,,1.74187e-02,5.92510e-03,-1.36200e-02,0.00000e+00
1.24286e-02,-5.54105e-04,1.97028e-01,-5.54105e-04,1.97028e-01,1.60603e-01,16552,6,,1.74559e-02,5.93776e-03,-1.35850e-02,0.00000e+00
1.21986e-02,-1.02110e-03,1.93400e-01,-1.02110e-03,1.93400e-01,1.60036e-01,16552,6,,1.74931e-02,5.95042e-03,-1.35500e-02,0.00000e+00
1.19569e-02,-1.50863e-03,1.89797e-01,-1.50863e-03,1.89797e-01,1.59458e-01,15233,6,,1.75304e-02,5.96308e-03,-1.35150e-02,0.00000e+00
1.17116e-02,-2.02058e-03,1.86214e-01,-2.02058e-03,1.86214e-01,1.58869e-01,15233,6,,1.75676e-02,5.97574e-03,-1.34800e-02,0.00000e+00
1.14663e-02,-2.55582e-03,1.82643e-01,-2.55582e-03,1.82643e-01,1.58270e-01,15233,6,,1.76048e-02,5.98840e-03,-1.34450e-02,0.00000e+00
1.12209e-02,-3.11439e-03,1.79083e-01,-3.11439e-03,1.79083e-01,1.57660e-01,15233,6,,1.76420e-02,6.00106e-03,-1.34100e-02,0.00000e+00
1.09756e-02,-3.69627e-03,1.75536e-01,-3.69627e-03,1.75536e-01,1.57041e-01,15233,6,,1.76792e-02,6.01372e-03,-1.33750e-02,0.00000e+00
1.07297e-02,-4.30274e-03,1.71998e-01,-4.30274e-03,1.71998e-01,1.56411e-01,10997,6,,1.77165e-02,6.02639e-03,-1.33400e-02,0.00000e+00
1.04820e-02,-4.93954e-03,1.68471e-01,-4.93954e-03,1.68471e-01,1.55772e-01,10997,6,,1.77537e-02,6.03905e-03,-1.33050e-02,0.00000e+00
1.01901e-02,-5.57881e-03,1.65071e-01,-5.57881e-03,1.65071e-01,1.55122e-01,14263,6,,1.77909e-02,6.05171e-03,-1.32700e-02,0.00000e+00
9.88721e-03,-6.24381e-03,1.61728e-01,-6.24381e-03,1.61728e-01,1.54463e-01,14263,6,,1.78281e-02,6.06437e-03,-1.32350e-02,0.00000e+00
9.57123e-03,-6.96356e-03,1.58437e-01,-6.96356e-03,1.58437e-01,1.53797e-01,15155,6,,1.78653e-02,6.07703e-03,-1.32000e-02,0.00000e+00
9.25321e-03,-7.71893e-03,1.55178e-01,-7.71893e-03,1.55178e-01,1.53123e-01,15155,6,,1.79026e-02,6.08969e-03,-1.31650e-02,0.00000e+00
8.93520e-03,-8.50647e-03,1.51950e-01,-8.50647e-03,1.51950e-01,1.52441e-01,15155,6,,1.79398e-02,6.10235e-03,-1.31300e-02,0.00000e+00
8.61718e-03,-9.32617e-03,1.48752e-01,-9.32617e-03,1.48752e-01,1.51751e-01,15155,6,,1.79770e-02,6.11501e-03,-1.30950e-02,0.00000e+00
8.29916e-03,-1.01780e-02,1.45584e-01,-1.01780e-02,1.45584e-01,1.51053e-01,15155,6,,1.80142e-02,6.12767e-03,-1.30600e-02,0.00000e+00
7.92511e-03,-1.10350e-02,1.42573e-01,-1.10350e-02,1.42573e-01,1.50347e-01,15791,6,,1.80514e-02,6.14033e-03,-1.30250e-02,0.00000e+00
7.53991e-03,-1.19193e-02,1.39620e-01,-1.19193e-02,1.39620e-01,1.49636e-01,15791,6,,1.80887e-02,6.15299e-03,-1.29900e-02,0.00000e+00
7.15271e-03,-1.28415e-02,1.36700e-01,-1.28415e-02,1.36700e-01,1.48918e-01,3730,6,,1.81259e-02,6.16565e-03,-1.29550e-02,0.00000e+00
6.76209e-03,-1.38095e-02,1.33835e-01,-1.38095e-02,1.33835e-01,1.48194e-01,3730,6,,1.81631e-02,6.17831e-03,-1.29200e-02,0.00000e+00
6.37148e-03,-1.48165e-02,1.31031e-01,-1.48165e-02,1.31031e-01,1.47468e-01,3730,6,,1.82003e-02,6.19097e-03,-1.28850e-02,0.00000e+00
5.98087e-03,-1.58623e-02,1.28289e-01,-1.58623e-02,1.28289e-01,1.46738e-01,3730,6,,1.82375e-02,6.20363e-03,-1.28500e-02,0.00000e+00
5.59026e-03,-1.69470e-02,1.25607e-01,-1.69470e-02,1.25607e-01,1.46006e-01,3730,6,,1.82748e-02,6.21629e-03,-1.28150e-02,0.00000e+00
5.17189e-03,-1.80552e-02,1.23042e-01,-1.80552e-02,1.23042e-01,1.45271e-01,3362,6,,1.83120e-02,6.22895e-03,-1.27800e-02,0.00000e+00
4.71166e-03,-1.91767e-02,1.20622e-01,-1.91767e-02,1.20622e-01,1.44534e-01,3362,6,,1.83492e-02,6.24161e-03,-1.27450e-02,0.00000e+00
4.25143e-03,-2.03337e-02,1.18266e-01,-2.03337e-02,1.18266e-01,1.43797e-01,3362,6,,1.83864e-02,6.25427e-03,-1.27100e-02,0.00000e+00
3.79121e-03,-2.15262e-02,1.15973e-01,-2.15262e-02,1.15973e-01,1.43059e-01,3362,6,,1.84236e-02,6.26693e-03,-1.26750e-02,0.00000e+00
3.33098e-03,-2.27541e-02,1.13744e-01,-2.27541e-02,1.13744e-01,1.42321e-01,3362,6,,1.84608e-02,6.27959e-03,-1.26400e-02,0.00000e+00
2.87075e-03,-2.40175e-02,1.11577e-01,-2.40175e-02,1.11577e-01,1.41583e-01,3362,6,,1.84981e-02,6.29226e-03,-1.26050e-02,0.00000e+00
2.41052e-03,-2.53164e-02,1.09474e-01,-2.53164e-02,1.09474e-01,1.40844e-01,3362,6,,1.85353e-02,6.30492e-03,-1.25700e-02,0.00000e+00
1.94841e-03,-2.66525e-02,1.07437e-01,-2.66525e-02,1.07437e-01,1.40105e-01,4483,6,,1.85725e-02,6.31758e-03,-1.25350e-02,0.00000e+00
1.38565e-03,-2.80387e-02,1.05640e-01,-2.80387e-02,1.05640e-01,1.39367e-01,4604,6,,1.86097e-02,6.33024e-03,-1.25000e-02,0.00000e+00
8.17520e-04,-2.94584e-02,1.03923e-01,-2.94584e-02,1.03923e-01,1.38637e-01,4604,6,,1.86469e-02,6.34290e-03,-1.24650e-02,0.00000e+00
2.49374e-04,-3.09071e-02,1.02278e-01,-3.09071e-02,1.02278e-01,1.37913e-01,4604,6,,1.86842e-02,6.35556e-03,-1.24300e-02,0.00000e+00
-3.18773e-04,-3.23847e-02,1.00704e-01,-3.23847e-02,1.00704e-01,1.37195e-01,4604,6,,1.87214e-02,6.36822e-03,-1.23950e-02,0.00000e+00
-8.86919e-04,-3.38911e-02,9.92011e-02,-3.38911e-02,9.92011e-02,1.36485e-01,4604,6,,1.87586e-02,6.38088e-03,-1.23600e-02,0.00000e+00
-1.45507e-03,-3.54265e-02,9.77697e-02,-3.54265e-02,9.77697e-02,1.35781e-01,4604,6,,1.87958e-02,6.39354e-03,-1.23250e-02,0.00000e+00
-2.02321e-03,-3.69907e-02,9.64097e-02,-3.69907e-02,9.64097e-02,1.35084e-01,4604,6,,1.88330e-02,6.40620e-03,-1.22900e-02,0.00000e+00
-2.62147e-03,-3.85726e-02,9.51780e-02,-3.85726e-02,9.51780e-02,1.34394e-01,10879,6,,1.88703e-02,6.41886e-03,-1.22550e-02,0.00000e+00
-3.26646e-03,-4.01611e-02,9.41030e-02,-4.01611e-02,9.41030e-02,1.33712e-01,10879,6,,1.89075e-02,6.43152e-03,-1.22200e-02,0.00000e+00
-3.91145e-03,-4.17715e-02,9.30944e-02,-4.17715e-02,9.30944e-02,1.33040e-01,10879,6,,1.89447e-02,6.44418e-03,-1.21850e-02,0.00000e+00
-4.55645e-03,-4.34037e-02,9.21522e-02,-4.34037e-02,9.21522e-02,1.32376e-01,10879,6,,1.89819e-02,6.45684e-03,-1.21500e-02,0.00000e+00
-5.20144e-03,-4.50578e-02,9.12765e-02,-4.50578e-02,9.12765e-02,1.31721e-01,10879,6,,1.90191e-02,6.46950e-03,-1.21150e-02,0.00000e+00
-5.84643e-03,-4.67337e-02,9.04673e-02,-4.67337e-02,9.04673e-02,1.31074e-01,10879,6,,1.90564e-02,6.48216e-03,-1.20800e-02,0.00000e+00
-6.51653e-03,-4.84568e-02,8.97394e-02,-4.84568e-02,8.97394e-02,1.30441e-01,12247,6,,1.90936e-02,6.49482e-03,-1.20450e-02,0.00000e+00
-7.18730e-03,-5.01878e-02,8.90650e-02,-5.01878e-02,8.90650e-02,1.29822e-01,12247,6,,1.91308e-02,6.50748e-03,-1.20100e-02,0.00000e+00
-7.92117e-03,-5.19028e-02,8.85425e-02,-5.19028e-02,8.85425e-02,1.29214e-01,1122,6,,1.91680e-02,6.52014e-03,-1.19750e-02,0.00000e+00
-8.66969e-03,-5.36160e-02,8.80868e-02,-5.36160e-02,8.80868e-02,1.28621e-01,1122,6,,1.92052e-02,6.53280e-03,-1.19400e-02,0.00000e+00
-9.41993e-03,-5.53356e-02,8.76767e-02,-5.53356e-02,8.76767e-02,1.28042e-01,270,6,,1.92425e-02,6.54546e-03,-1.19050e-02,0.00000e+00
-1.01821e-02,-5.70842e-02,8.73249e-02,-5.70842e-02,8.73249e-02,1.27480e-01,270,6,,1.92797e-02,6.55813e-03,-1.18700e-02,0.00000e+00
-1.09444e-02,-5.88380e-02,8.70127e-02,-5.88380e-02,8.70127e-02,1.26932e-01,270,6,,1.93169e-02,6.57079e-03,-1.18350e-02,0.00000e+00
-1.17066e-02,-6.05971e-02,8.67402e-02,-6.05971e-02,8.67402e-02,1.26398e-01,270,6,,1.93541e-02,6.58345e-03,-1.18000e-02,0.00000e+00
-1.24688e-02,-6.23615e-02,8.65073e-02,-6.23615e-02,8.65073e-02,1.25879e-01,270,6,,1.93913e-02,6.59611e-03,-1.17650e-02,0.00000e+00
-1.32338e-02,-6.41299e-02,8.63203e-02,-6.41299e-02,8.63203e-02,1.25374e-01,1079,6,,1.94286e-02,6.60877e-03,-1.17300e-02,0.00000e+00
-1.40698e-02,-6.58703e-02,8.63326e-02,-6.58703e-02,8.63326e-02,1.24886e-01,1079,6,,1.94658e-02,6.62143e-03,-1.16950e-02,0.00000e+00
-1.49057e-02,-6.76083e-02,8.63831e-02,-6.76083e-02,8.63831e-02,1.24413e-01,1079,6,,1.95030e-02,6.63409e-03,-1.16600e-02,0.00000e+00
-1.57417e-02,-6.93439e-02,8.64718e-02,-6.93439e-02,8.64718e-02,1.23955e-01,1079,6,,1.95402e-02,6.64675e-03,-1.16250e-02,0.00000e+00
-1.66050e-02,-7.11085e-02,8.65871e-02,-7.11085e-02,8.65871e-02,1.23514e-01,1237,6,,1.95774e-02,6.65941e-03,-1.15900e-02,0.00000e+00
-1.74783e-02,-7.28689e-02,8.67110e-02,-7.28689e-02,8.67110e-02,1.23091e-01,1237,6,,1.96147e-02,6.67207e-03,-1.15550e-02,0.00000e+00
-1.83516e-02,-7.46116e-02,8.68439e-02,-7.46116e-02,8.68439e-02,1.22686e-01,1237,6,,1.96519e-02,6.68473e-03,-1.15200e-02,0.00000e+00
-1.92249e-02,-7.63367e-02,8.69858e-02,-7.63367e-02,8.69858e-02,1.22298e-01,1237,6,,1.96891e-02,6.69739e-03,-1.14850e-02,0.00000e+00
-2.01447e-02,-7.80289e-02,8.72147e-02,-7.80289e-02,8.72147e-02,1.21927e-01,1678,6,,1.97263e-02,6.71005e-03,-1.14500e-02,0.00000e+00
-2.10872e-02,-7.96932e-02,8.74932e-02,-7.96932e-02,8.74932e-02,1.21574e-01,1678,6,,1.97635e-02,6.72271e-03,-1.14150e-02,0.00000e+00
-2.20297e-02,-8.13362e-02,8.77842e-02,-8.13362e-02,8.77842e-02,1.21238e-01,1678,6,,1.98007e-02,6.73537e-03,-1.13800e-02,0.00000e+00
-2.29722e-02,-8.29581e-02,8.80875e-02,-8.29581e-02,8.80875e-02,1.20919e-01,1678,6,,1.98380e-02,6.74803e-03,-1.13450e-02,0.00000e+00
-2.39147e-02,-8.45588e-02,8.84032e-02,-8.45588e-02,8.84032e-02,1.20617e-01,1678,6,,1.98752e-02,6.76069e-03,-1.13100e-02,0.00000e+00
-2.48572e-02,-8.61383e-02,8.87312e-02,-8.61383e-02,8.87312e-02,1.20332e-01,1678,6,,1.99124e-02,6.77335e-03,-1.12750e-02,0.00000e+00
-2.57997e-02,-8.76966e-02,8.90717e-02,-8.76966e-02,8.90717e-02,1.20064e-01,1678,6,,1.99496e-02,6.78601e-03,-1.12400e-02,0.00000e+00
-2.67486e-02,-8.92506e-02,8.94222e-02,-8.92506e-02,8.94222e-02,1.19814e-01,13412,6,,1.99868e-02,6.79867e-03,-1.12050e-02,0.00000e+00
-2.77366e-02,-9.07692e-02,8.98857e-02,-9.07692e-02,8.98857e-02,1.19581e-01,14357,6,,2.00241e-02,6.81133e-03,-1.11700e-02,0.00000e+00
-2.87949e-02,-9.23001e-02,9.03912e-02,-9.23001e-02,9.03912e-02,1.19368e-01,108,6,,2.00613e-02,6.82400e-03,-1.11350e-02,0.00000e+00
-2.98615e-02,-9.38099e-02,9.08729e-02,-9.38099e-02,9.08729e-02,1.19171e-01,108,6,,2.00985e-02,6.83666e-03,-1.11000e-02,0.00000e+00
-3.09282e-02,-9.52881e-02,9.13376e-02,-9.52881e-02,9.13376e-02,1.18989e-01,108,6,,2.01357e-02,6.84932e-03,-1.10650e-02,0.00000e+00
-3.19948e-02,-9.67347e-02,9.17854e-02,-9.67347e-02,9.17854e-02,1.18824e-01,108,6,,2.01729e-02,6.86198e-03,-1.10300e-02,0.00000e+00
-3.30615e-02,-9.81495e-02,9.22164e-02,-9.81495e-02,9.22164e-02,1.18674e-01,108,6,,2.02102e-02,6.87464e-03,-1.09950e-02,0.00000e+00
-3.41281e-02,-9.95327e-02,9.26304e-02,-9.95327e-02,9.26304e-02,1.18540e-01,108,6,,2.02474e-02,6.88730e-03,-1.09600e-02,0.00000e+00
-3.51948e-02,-1.00884e-01,9.30275e-02,-1.00884e-01,9.30275e-02,1.18421e-01,108,6,,2.02846e-02,6.89996e-03,-1.09250e-02,0.00000e+00
-3.62755e-02,-1.02206e-01,9.34606e-02,-1.02206e-01,9.34606e-02,1.18319e-01,3214,6,,2.03218e-02,6.91262e-03,-1.08900e-02,0.00000e+00
-3.73837e-02,-1.03499e-01,9.39897e-02,-1.03499e-01,9.39897e-02,1.18233e-01,3214,6,,2.03590e-02,6.92528e-03,-1.08550e-02,0.00000e+00
-3.84918e-02,-1.04763e-01,9.45159e-02,-1.04763e-01,9.45159e-02,1.18163e-01,3214,6,,2.03963e-02,6.93794e-03,-1.08200e-02,0.00000e+00
-3.96002e-02,-1.05996e-01,9.50391e-02,-1.05996e-01,9.50391e-02,1.18109e-01,827,6,,2.04335e-02,6.95060e-03,-1.07850e-02,0.00000e+00
-4.07653e-02,-1.07158e-01,9.55428e-02,-1.07158e-01,9.55428e-02,1.18069e-01,827,6,,2.04707e-02,6.96326e-03,-1.07500e-02,0.00000e+00
-4.19304e-02,-1.08289e-01,9.60327e-02,-1.08289e-01,9.60327e-02,1.18043e-01,827,6,,2.05079e-02,6.97592e-03,-1.07150e-02,0.00000e+00
-4.30955e-02,-1.09390e-01,9.65089e-02,-1.09390e-01,9.65089e-02,1.18031e-01,827,6,,2.05451e-02,6.98858e-03,-1.06800e-02,0.00000e+00
-4.42606e-02,-1.10461e-01,9.69715e-02,-1.10461e-01,9.69715e-02,1.18033e-01,827,6,,2.05824e-02,7.00124e-03,-1.06450e-02,0.00000e+00
-4.54257e-02,-1.11501e-01,9.74202e-02,-1.11501e-01,9.74202e-02,1.18049e-01,827,6,,2.06196e-02,7.01390e-03,-1.06100e-02,0.00000e+00
-4.65974e-02,-1.12528e-01,9.78486e-02,-1.12528e-01,9.78486e-02,1.18080e-01,582,6,,2.06568e-02,7.02656e-03,-1.05750e-02,0.00000e+00
-4.77752e-02,-1.13535e-01,9.82541e-02,-1.13535e-01,9.82541e-02,1.18124e-01,582,6,,2.06940e-02,7.03922e-03,-1.05400e-02,0.00000e+00
-4.89529e-02,-1.14506e-01,9.86419e-02,-1.14506e-01,9.86419e-02,1.18180e-01,582,6,,2.07312e-02,7.05188e-03,-1.05050e-02,0.00000e+00
-5.01953e-02,-1.15412e-01,9.91364e-02,-1.15412e-01,9.91364e-02,1.18246e-01,11221,6,,2.07685e-02,7.06454e-03,-1.04700e-02,0.00000e+00
-5.14390e-02,-1.16280e-01,9.96111e-02,-1.16280e-01,9.96111e-02,1.18323e-01,11221,6,,2.08057e-02,7.07720e-03,-1.04350e-02,0.00000e+00
-5.26827e-02,-1.17112e-01,1.00063e-01,-1.17112e-01,1.00063e-01,1.18411e-01,11221,6,,2.08429e-02,7.08987e-03,-1.04000e-02,0.00000e+00
-5.39264e-02,-1.17908e-01,1.00493e-01,-1.17908e-01,1.00493e-01,1.18510e-01,11221,6,,2.08801e-02,7.10253e-03,-1.03650e-02,0.00000e+00
-5.51702e-02,-1.18669e-01,1.00899e-01,-1.18669e-01,1.00899e-01,1.18620e-01,4281,6,,2.09173e-02,7.11519e-03,-1.03300e-02,0.00000e+00
-5.64143e-02,-1.19402e-01,1.01280e-01,-1.19402e-01,1.01280e-01,1.18741e-01,4281,6,,2.09546e-02,7.12785e-03,-1.02950e-02,0.00000e+00
-5.76585e-02,-1.20099e-01,1.01636e-01,-1.20099e-01,1.01636e-01,1.18872e-01,4281,6,,2.09918e-02,7.14051e-03,-1.02600e-02,0.00000e+00
-5.89027e-02,-1.20760e-01,1.01967e-01,-1.20760e-01,1.01967e-01,1.19015e-01,4281,6,,2.10290e-02,7.15317e-03,-1.02250e-02,0.00000e+00
-6.01658e-02,-1.21370e-01,1.02322e-01,-1.21370e-01,1.02322e-01,1.19169e-01,3807,6,,2.10662e-02,7.16583e-03,-1.01900e-02,0.00000e+00
-6.14472e-02,-1.21928e-01,1.02702e-01,-1.21928e-01,1.02702e-01,1.19334e-01,3807,6,,2.11034e-02,7.17849e-03,-1.01550e-02,0.00000e+00
-6.27455e-02,-1.22472e-01,1.03053e-01,-1.22472e-01,1.03053e-01,1.19508e-01,4202,6,,2.11406e-02,7.19115e-03,-1.01200e-02,0.00000e+00
-6.40479e-02,-1.22986e-01,1.03380e-01,-1.22986e-01,1.03380e-01,1.19689e-01,4202,6,,2.11779e-02,7.20381e-03,-1.00850e-02,0.00000e+00
-6.53503e-02,-1.23463e-01,1.03683e-01,-1.23463e-01,1.03683e-01,1.19878e-01,4202,6,,2.12151e-02,7.21647e-03,-1.00500e-02,0.00000e+00
-6.66527e-02,-1.23903e-01,1.03963e-01,-1.23903e-01,1.03963e-01,1.20073e-01,4202,6,,2.12523e-02,7.22913e-03,-1.00150e-02,0.00000e+00
-6.79551e-02,-1.24307e-01,1.04219e-01,-1.24307e-01,1.04219e-01,1.20275e-01,4202,6,,2.12895e-02,7.24179e-03,-9.98000e-03,0.00000e+00
-6.92575e-02,-1.24675e-01,1.04452e-01,-1.24675e-01,1.04452e-01,1.20485e-01,4202,6,,2.13267e-02,7.25445e-03,-9.94500e-03,0.00000e+00
-7.05657e-02,-1.25002e-01,1.04677e-01,-1.25002e-01,1.04677e-01,1.20701e-01,3757,6,,2.13640e-02,7.26711e-03,-9.91000e-03,0.00000e+00
-7.18924e-02,-1.25279e-01,1.04925e-01,-1.25279e-01,1.04925e-01,1.20925e-01,3757,6,,2.14012e-02,7.27977e-03,-9.87500e-03,0.00000e+00
-7.32191e-02,-1.25520e-01,1.05152e-01,-1.25520e-01,1.05152e-01,1.21155e-01,3757,6,,2.14384e-02,7.29243e-03,-9.84000e-03,0.00000e+00
-7.45458e-02,-1.25724e-01,1.05358e-01,-1.25724e-01,1.05358e-01,1.21392e-01,3757,6,,2.14756e-02,7.30509e-03,-9.80500e-03,0.00000e+00
-7.58725e-02,-1.25892e-01,1.05541e-01,-1.25892e-01,1.05541e-01,1.21635e-01,3757,6,,2.15128e-02,7.31775e-03,-9.77000e-03,0.00000e+00
-7.71992e-02,-1.26024e-01,1.05703e-01,-1.26024e-01,1.05703e-01,1.21884e-01,3757,6,,2.15501e-02,7.33041e-03,-9.73500e-03,0.00000e+00
-7.85259e-02,-1.26120e-01,1.05843e-01,-1.26120e-01,1.05843e-01,1.22141e-01,3757,6,,2.15873e-02,7.34307e-03,-9.70000e-03,0.00000e+00
-7.98579e-02,-1.26183e-01,1.05958e-01,-1.26183e-01,1.05958e-01,1.22403e-01,4083,6,,2.16245e-02,7.35574e-03,-9.66500e-03,0.00000e+00
-8.11949e-02,-1.26214e-01,1.06048e-01,-1.26214e-01,1.06048e-01,1.22671e-01,4083,6,,2.16617e-02,7.36840e-03,-9.63000e-03,0.00000e+00
-8.25396e-02,-1.26207e-01,1.06147e-01,-1.26207e-01,1.06147e-01,1.22940e-01,12191,6,,2.16989e-02,7.38106e-03,-9.59500e-03,0.00000e+00
-8.38870e-02,-1.26166e-01,1.06234e-01,-1.26166e-01,1.06234e-01,1.23212e-01,12191,6,,2.17362e-02,7.39372e-03,-9.56000e-03,0.00000e+00
-8.52344e-02,-1.26090e-01,1.06302e-01,-1.26090e-01,1.06302e-01,1.23487e-01,12191,6,,2.17734e-02,7.40638e-03,-9.52500e-03,0.00000e+00
-8.65780e-02,-1.25974e-01,1.06341e-01,-1.25974e-01,1.06341e-01,1.23765e-01,13066,6,,2.18106e-02,7.41904e-03,-9.49000e-03,0.00000e+00
-8.79150e-02,-1.25811e-01,1.06348e-01,-1.25811e-01,1.06348e-01,1.24047e-01,13066,6,,2.18478e-02,7.43170e-03,-9.45500e-03,0.00000e+00
-8.92521e-02,-1.25616e-01,1.06334e-01,-1.25616e-01,1.06334e-01,1.24332e-01,13066,6,,2.18850e-02,7.44436e-03,-9.42000e-03,0.00000e+00
-9.05891e-02,-1.25386e-01,1.06300e-01,-1.25386e-01,1.06300e-01,1.24620e-01,13066,6,,2.19223e-02,7.45702e-03,-9.38500e-03,0.00000e+00
-9.19261e-02,-1.25123e-01,1.06245e-01,-1.25123e-01,1.06245e-01,1.24911e-01,13066,6,,2.19595e-02,7.46968e-03,-9.35000e-03,0.00000e+00
-9.32631e-02,-1.24827e-01,1.06169e-01,-1.24827e-01,1.06169e-01,1.25206e-01,13066,6,,2.19967e-02,7.48234e-03,-9.31500e-03,0.00000e+00
-9.45884e-02,-1.24493e-01,1.06068e-01,-1.24493e-01,1.06068e-01,1.25505e-01,668,6,,2.20339e-02,7.49500e-03,-9.28000e-03,0.00000e+00
-9.59119e-02,-1.24128e-01,1.05950e-01,-1.24128e-01,1.05950e-01,1.25807e-01,668,6,,2.20711e-02,7.50766e-03,-9.24500e-03,0.00000e+00
-9.72353e-02,-1.23730e-01,1.05816e-01,-1.23730e-01,1.05816e-01,1.26112e-01,668,6,,2.21084e-02,7.52032e-03,-9.21000e-03,0.00000e+00
-9.85617e-02,-1.23294e-01,1.05672e-01,-1.23294e-01,1.05672e-01,1.26417e-01,721,6,,2.21456e-02,7.53298e-03,-9.17500e-03,0.00000e+00
-9.98883e-02,-1.22828e-01,1.05509e-01,-1.22828e-01,1.05509e-01,1.26722e-01,721,6,,2.21828e-02,7.54564e-03,-9.14000e-03,0.00000e+00
-1.01215e-01,-1.22332e-01,1.05329e-01,-1.22332e-01,1.05329e-01,1.27028e-01,721,6,,2.22200e-02,7.55830e-03,-9.10500e-03,0.00000e+00
-1.02542e-01,-1.21807e-01,1.05131e-01,-1.21807e-01,1.05131e-01,1.27335e-01,721,6,,2.22572e-02,7.57096e-03,-9.07000e-03,0.00000e+00
-1.03868e-01,-1.21252e-01,1.04914e-01,-1.21252e-01,1.04914e-01,1.27643e-01,721,6,,2.22945e-02,7.58362e-03,-9.03500e-03,0.00000e+00
-1.05195e-01,-1.20668e-01,1.04680e-01,-1.20668e-01,1.04680e-01,1.27951e-01,721,6,,2.23317e-02,7.59628e-03,-9.00000e-03,0.00000e+00
-1.06500e-01,-1.20059e-01,1.04396e-01,-1.20059e-01,1.04396e-01,1.28259e-01,3595,6,,2.23689e-02,7.60894e-03,-8.96500e-03,0.00000e+00
-1.07794e-01,-1.19424e-01,1.04083e-01,-1.19424e-01,1.04083e-01,1.28567e-01,3595,6,,2.24061e-02,7.62160e-03,-8.93000e-03,0.00000e+00
-1.09088e-01,-1.18763e-01,1.03759e-01,-1.18763e-01,1.03759e-01,1.28876e-01,3595,6,,2.24433e-02,7.63427e-03,-8.89500e-03,0.00000e+00
-1.10382e-01,-1.18076e-01,1.03422e-01,-1.18076e-01,1.03422e-01,1.29185e-01,3595,6,,2.24805e-02,7.64693e-03,-8.86000e-03,0.00000e+00
-1.11676e-01,-1.17362e-01,1.03075e-01,-1.17362e-01,1.03075e-01,1.29493e-01,3595,6,,2.25178e-02,7.65959e-03,-8.82500e-03,0.00000e+00
-1.12970e-01,-1.16622e-01,1.02716e-01,-1.16622e-01,1.02716e-01,1.29802e-01,3595,6,,2.25550e-02,7.67225e-03,-8.79000e-03,0.00000e+00
-1.14264e-01,-1.15855e-01,1.02345e-01,-1.15855e-01,1.02345e-01,1.30111e-01,3595,6,,2.25922e-02,7.68491e-03,-8.75500e-03,0.00000e+00
-1.15558e-01,-1.15061e-01,1.01962e-01,-1.15061e-01,1.01962e-01,1.30420e-01,3285,6,,2.26294e-02,7.69757e-03,-8.72000e-03,0.00000e+00
-1.16843e-01,-1.14209e-01,1.01569e-01,-1.14209e-01,1.01569e-01,1.30729e-01,3285,6,,2.26666e-02,7.71023e-03,-8.68500e-03,0.00000e+00
-1.18120e-01,-1.13339e-01,1.01147e-01,-1.13339e-01,1.01147e-01,1.31036e-01,2981,6,,2.27039e-02,7.72289e-03,-8.65000e-03,0.00000e+00
-1.19361e-01,-1.12461e-01,1.00657e-01,-1.12461e-01,1.00657e-01,1.31339e-01,2981,6,,2.27411e-02,7.73555e-03,-8.61500e-03,0.00000e+00
-1.20602e-01,-1.11564e-01,1.00157e-01,-1.11564e-01,1.00157e-01,1.31641e-01,2981,6,,2.27783e-02,7.74821e-03,-8.58000e-03,0.00000e+00
-1.21844e-01,-1.10645e-01,9.96464e-02,-1.10645e-01,9.96464e-02,1.31941e-01,2981,6,,2.28155e-02,7.76087e-03,-8.54500e-03,0.00000e+00
-1.23070e-01,-1.09671e-01,9.90979e-02,-1.09671e-01,9.90979e-02,1.32239e-01,4275,6,,2.28527e-02,7.77353e-03,-8.51000e-03,0.00000e+00
-1.24292e-01,-1.08666e-01,9.85343e-02,-1.08666e-01,9.85343e-02,1.32536e-01,4275,6,,2.28900e-02,7.78619e-03,-8.47500e-03,0.00000e+00
-1.25515e-01,-1.07641e-01,9.79637e-02,-1.07641e-01,9.79637e-02,1.32830e-01,4275,6,,2.29272e-02,7.79885e-03,-8.44000e-03,0.00000e+00
-1.26737e-01,-1.06595e-01,9.73860e-02,-1.06595e-01,9.73860e-02,1.33123e-01,4275,6,,2.29644e-02,7.81151e-03,-8.40500e-03,0.00000e+00
-1.27959e-01,-1.05527e-01,9.68013e-02,-1.05527e-01,9.68013e-02,1.33414e-01,4275,6,,2.30016e-02,7.82417e-03,-8.37000e-03,0.00000e+00
-1.29167e-01,-1.04442e-01,9.61738e-02,-1.04442e-01,9.61738e-02,1.33704e-01,3904,6,,2.30388e-02,7.83683e-03,-8.33500e-03,0.00000e+00
